sku,base_code,product_name,department,class_name,shopping_category,gender,gender_tags,color_tags,size_tags,store_count,total_stock,mrp,sale_price,usage_tags,workout_tags,discomfort_tags,priority_tag,social_tags,offer_tags,manual_recovery_override,image_link,recommend_reason,shopping_apparel,shopping_footwear,shopping_accessories,supports_female,supports_male,workout_cardio,workout_strength,workout_flexibility,workout_sports,workout_others,issue_foot_leg_discomfort,issue_back_shoulder_pain,issue_other_recovery,issue_no_issues,priority_style_first,priority_function_first,priority_both_equally,social_alone,social_with_friend_partner,social_group_classes
CS704326M,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704326S,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704326XL,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704326XS,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704326XXL,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704327L,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704327M,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704327S,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704327XL,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704327XS,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704327XXL,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704328L,,Women Dark Grey Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704328M,,Women Dark Grey Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704328S,,Women Dark Grey Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704328XS,,Women Dark Grey Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704328XXL,,Women Dark Grey Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704329L,,Women Purple Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704329M,,Women Purple Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704329S,,Women Purple Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704329XL,,Women Purple Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704329XXL,,Women Purple Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,dance|hiit|running|training,cardio|flexibility|strength,,function_first,alone|group_classes|with_friend_partner,group_bundle|pairable,0,,usage:dance/hiit/running | workouts:cardio/flexibility/strength | priority:function_first | social:alone/group_classes/with_friend_partner,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
CS704330L,,WOMEN TIGHTS PINK,Apparel,Tights,apparel,Unspecified,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704330LLL,,WOMEN PINK TIGHTS,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704330M,,Women Pink Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704330S,,WOMEN PINK TIGHTS,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704330XL,,Women Pink Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704330XS,,Women Pink Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704330XXL,,Women Pink Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704331L,,Women Pink Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704331M,,Women Pink Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704331S,,Women Pink Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704331XL,,Women Pink Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704332L,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704332M,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704332S,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704332XL,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704332XXL,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704333L,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704333M,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704333S,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704333XL,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704333XS,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704333XXL,,Women Black Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704334L,,Women Wine Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704334M,,Women Wine Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704334S,,Women Wine Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704334XL,,Women Wine Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704334XS,,Women Wine Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704334XXL,,Women Wine Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704335L,,Women Sea Green Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704335M,,Women Sea Green Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704335S,,Women Sea Green Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704335XL,,Women Sea Green Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704335XXL,,Women Sea Green Tights,Apparel,Tights,apparel,Women,female|male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704336L,,Men Lime T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|running|training|weight_lifting,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704336M,,Men Lime T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|running|training|weight_lifting,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704336S,,Men Lime T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|running|training|weight_lifting,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704336XL,,Men Lime T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|running|training|weight_lifting,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/running/training | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704338L,,Men Black T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704338M,,Men Black T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704338XL,,Men Black T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704339L,,Men Navy T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704342L,,Men Black T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704343L,,Men Turquoise T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704343M,,Men Turquoise T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704343S,,Men Turquoise T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704343XL,,Men Turquoise T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704343XXL,,Men Turquoise T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704344XL,,Men Lime T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704344XXL,,Men Lime T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704345L,,Men Navy T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704345M,,Men Navy T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
CS704345XL,,Men Navy T-Shirt,Apparel,T-Shirt,apparel,Men,male,,,0,0,0,0,gym_and_training_activities|hiit|running|training,cardio|strength,,function_first,alone|with_friend_partner,pairable,0,,usage:gym and training activities/hiit/running | workouts:cardio/strength | priority:function_first | social:alone/with_friend_partner,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
